File Name	Title	Link	Path	Editor	Description	Backup Folder	Storage Format	Organize Within Folders	File Naming
/Users/hbowie/Dropbox/iWisdom		http://				/Users/hbowie/Backups/iWisdom Backups/	Text - Structured	true	false
